"No.","Time","Source","Destination","Protocol","Length","Info"
"2146","0.916861","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2247548 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2147","0.916862","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2248930 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2148","0.916863","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2250312 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2149","0.916863","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2251694 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2150","0.916864","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2253076 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2151","0.916865","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2254458 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2152","0.916865","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2255840 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2153","0.916866","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2257222 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2154","0.916867","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2258604 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2155]"
"2155","0.916867","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"2156","0.916868","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2261197 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2163]"
"2157","0.916869","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2262579 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2163]"
"2158","0.916869","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2263961 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2163]"
"2159","0.916870","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2265343 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2163]"
"2160","0.916871","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2266725 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2163]"
"2161","0.916872","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2268107 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2163]"
"2162","0.916872","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2269489 Ack=219941 Win=380800 Len=1382 [TCP PDU reassembled in 2163]"
"2163","0.916873","128.135.24.73","10.150.135.113","TLSv1.2","246","Application Data"
"2164","0.916939","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=224093 Ack=2271063 Win=4194240 Len=0"
"2165","0.918018","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=224093 Ack=2271063 Win=4194240 Len=1382 [TCP PDU reassembled in 2168]"
"2166","0.918019","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=225475 Ack=2271063 Win=4194240 Len=1382 [TCP PDU reassembled in 2168]"
"2167","0.918019","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=226857 Ack=2271063 Win=4194240 Len=1382 [TCP PDU reassembled in 2168]"
"2168","0.918025","10.150.135.113","128.135.24.73","TLSv1.2","64","Application Data"
"2169","0.923154","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2271063 Ack=222705 Win=386304 Len=0"
"2170","0.923157","128.135.24.73","10.150.135.113","TCP","66","[TCP Dup ACK 2169#1] 443  >  53786 [ACK] Seq=2271063 Ack=222705 Win=386304 Len=0 SLE=224087 SRE=224093"
"2171","0.923157","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2271063 Ack=224093 Win=389248 Len=0"
"2172","0.923158","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2271063 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2173","0.923160","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2272445 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2174","0.923162","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2273827 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2175","0.923163","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2275209 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2176","0.923164","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2276591 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2177","0.923165","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2277973 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2178","0.923166","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2279355 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2179","0.923167","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2280737 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2180","0.923172","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2282119 Ack=224093 Win=389248 Len=1382 [TCP PDU reassembled in 2181]"
"2181","0.923173","128.135.24.73","10.150.135.113","TLSv1.2","302","Application Data"
"2182","0.923319","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=228249 Ack=2283749 Win=4181568 Len=0"
"2183","0.923411","10.150.135.113","128.135.24.73","TCP","54","[TCP Window Update] 53786  >  443 [ACK] Seq=228249 Ack=2283749 Win=4194240 Len=0"
"2184","0.924599","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=228249 Ack=2283749 Win=4194240 Len=1382 [TCP PDU reassembled in 2187]"
"2185","0.924599","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=229631 Ack=2283749 Win=4194240 Len=1382 [TCP PDU reassembled in 2187]"
"2186","0.924599","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=231013 Ack=2283749 Win=4194240 Len=1382 [TCP PDU reassembled in 2187]"
"2187","0.924604","10.150.135.113","128.135.24.73","TLSv1.2","63","Application Data"
"2188","0.926259","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2283749 Ack=226857 Win=394752 Len=0"
"2189","0.926260","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2283749 Ack=228249 Win=397696 Len=0"
"2190","0.926260","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2283749 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2191","0.926262","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2285131 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2192","0.926262","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2286513 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2193","0.926263","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2287895 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2194","0.926264","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2289277 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2195","0.926264","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2290659 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2196","0.926265","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2292041 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2197","0.926266","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2293423 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2198","0.926267","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2294805 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2199","0.926267","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2296187 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2200","0.926268","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2297569 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2201]"
"2201","0.926269","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"2202","0.926269","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2300162 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2205]"
"2203","0.926270","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2301544 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2205]"
"2204","0.926270","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2302926 Ack=228249 Win=397696 Len=1382 [TCP PDU reassembled in 2205]"
"2205","0.926271","128.135.24.73","10.150.135.113","TLSv1.2","870","Application Data"
"2206","0.926327","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=232404 Ack=2298951 Win=4179072 Len=0"
"2207","0.926355","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=232404 Ack=2305124 Win=4194240 Len=0"
"2208","0.927605","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=232404 Ack=2305124 Win=4194240 Len=1382 [TCP PDU reassembled in 2211]"
"2209","0.927605","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=233786 Ack=2305124 Win=4194240 Len=1382 [TCP PDU reassembled in 2211]"
"2210","0.927606","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=235168 Ack=2305124 Win=4194240 Len=1382 [TCP PDU reassembled in 2211]"
"2211","0.927610","10.150.135.113","128.135.24.73","TLSv1.2","90","Application Data"
"2212","0.930431","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2305124 Ack=232395 Win=406144 Len=0"
"2213","0.930432","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2305124 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2214","0.930433","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2306506 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2215","0.930434","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2307888 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2216","0.930434","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2309270 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2217","0.930435","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2310652 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2218","0.930436","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2312034 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2219","0.930437","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2313416 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2220","0.930438","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2314798 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2221","0.930439","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2316180 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2222","0.930440","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2317562 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2223","0.930441","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2318944 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2224]"
"2224","0.930441","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"2225","0.930442","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2321537 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2226","0.930443","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2322919 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2227","0.930444","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2324301 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2228","0.930445","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2325683 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2229","0.930446","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2327065 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2230","0.930446","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2328447 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2231","0.930447","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2329829 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2232","0.930448","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2331211 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2233","0.930448","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2332593 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2234","0.930566","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=236586 Ack=2320326 Win=4179072 Len=0"
"2235","0.930619","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=236586 Ack=2332593 Win=4194240 Len=0"
"2236","0.931646","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2333975 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2237","0.931647","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2335357 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2238]"
"2238","0.931648","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"2239","0.931649","128.135.24.73","10.150.135.113","TLSv1.2","247","Application Data"
"2240","0.931652","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2338143 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2241","0.931653","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2339525 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2242","0.931654","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2340907 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2243","0.931655","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2342289 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2244","0.931656","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2343671 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2245","0.931657","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2345053 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2246","0.931658","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2346435 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2247","0.931659","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2347817 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2248","0.931660","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2349199 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2249","0.931661","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2350581 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2250","0.931662","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2351963 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2251]"
"2251","0.931663","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"2252","0.931664","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2354556 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2254]"
"2253","0.931664","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2355938 Ack=232404 Win=406144 Len=1382 [TCP PDU reassembled in 2254]"
"2254","0.931665","128.135.24.73","10.150.135.113","TLSv1.2","265","Application Data"
"2255","0.931728","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=236586 Ack=2357531 Win=4194240 Len=0"
"2256","0.933102","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=236586 Ack=2357531 Win=4194240 Len=1382 [TCP PDU reassembled in 2259]"
"2257","0.933102","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=237968 Ack=2357531 Win=4194240 Len=1382 [TCP PDU reassembled in 2259]"
"2258","0.933102","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=239350 Ack=2357531 Win=4194240 Len=1382 [TCP PDU reassembled in 2259]"
"2259","0.933106","10.150.135.113","128.135.24.73","TLSv1.2","77","Application Data"
"2260","0.935414","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2357531 Ack=235168 Win=411648 Len=0"
"2261","0.935414","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2357531 Ack=236586 Win=414592 Len=0"
"2262","0.935415","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2357531 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2263","0.935415","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2358913 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2264","0.935416","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2360295 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2265","0.935417","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2361677 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2266","0.935418","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2363059 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2267","0.935418","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2364441 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2268","0.935419","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2365823 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2269","0.935420","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2367205 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2270","0.935421","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2368587 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2271","0.935421","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2369969 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2272","0.935422","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2371351 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2273]"
"2273","0.935423","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"2274","0.935423","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2373944 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2278]"
"2275","0.935424","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2375326 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2278]"
"2276","0.935424","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2376708 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2278]"
"2277","0.935425","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2378090 Ack=236586 Win=414592 Len=1382 [TCP PDU reassembled in 2278]"
"2278","0.935425","128.135.24.73","10.150.135.113","TLSv1.2","1192","Application Data"
"2279","0.935466","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=240755 Ack=2372733 Win=4179072 Len=0"
"2280","0.935496","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=240755 Ack=2380610 Win=4194240 Len=0"
"2281","0.936735","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=240755 Ack=2380610 Win=4194240 Len=1382 [TCP PDU reassembled in 2284]"
"2282","0.936736","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=242137 Ack=2380610 Win=4194240 Len=1382 [TCP PDU reassembled in 2284]"
"2283","0.936736","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=243519 Ack=2380610 Win=4194240 Len=1382 [TCP PDU reassembled in 2284]"
"2284","0.936743","10.150.135.113","128.135.24.73","TLSv1.2","64","Application Data"
"2285","0.939782","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2380610 Ack=239350 Win=420096 Len=0"
"2286","0.939783","128.135.24.73","10.150.135.113","TCP","66","[TCP Dup ACK 2285#1] 443  >  53786 [ACK] Seq=2380610 Ack=239350 Win=420096 Len=0 SLE=240732 SRE=240755"
"2287","0.939784","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2380610 Ack=240755 Win=423040 Len=0"
"2288","0.939785","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2380610 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2289","0.939785","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2381992 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2290","0.939786","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2383374 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2291","0.939787","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2384756 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2292","0.939788","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2386138 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2293","0.939789","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2387520 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2294","0.939790","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2388902 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2295","0.939791","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2390284 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2296","0.939791","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2391666 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2297","0.939792","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2393048 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2298","0.939793","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2394430 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2299]"
"2299","0.939794","128.135.24.73","10.150.135.113","TLSv1.2","1265","Application Data"
"2300","0.939794","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2397023 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2304]"
"2301","0.939795","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2398405 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2304]"
"2302","0.939796","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2399787 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2304]"
"2303","0.939797","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2401169 Ack=240755 Win=423040 Len=1382 [TCP PDU reassembled in 2304]"
"2304","0.939797","128.135.24.73","10.150.135.113","TLSv1.2","1111","Application Data"
"2305","0.939865","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=244911 Ack=2395812 Win=4179072 Len=0"
"2306","0.939899","10.150.135.113","128.135.24.73","TCP","54","53786  >  443 [ACK] Seq=244911 Ack=2403608 Win=4194240 Len=0"
"2307","0.940977","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=244911 Ack=2403608 Win=4194240 Len=1382 [TCP PDU reassembled in 2310]"
"2308","0.940978","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=246293 Ack=2403608 Win=4194240 Len=1382 [TCP PDU reassembled in 2310]"
"2309","0.940978","10.150.135.113","128.135.24.73","TCP","1436","53786  >  443 [ACK] Seq=247675 Ack=2403608 Win=4194240 Len=1382 [TCP PDU reassembled in 2310]"
"2310","0.940984","10.150.135.113","128.135.24.73","TLSv1.2","65","Application Data"
"2311","0.941845","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2403608 Ack=243519 Win=428544 Len=0"
"2312","0.941846","128.135.24.73","10.150.135.113","TCP","66","[TCP Dup ACK 2311#1] 443  >  53786 [ACK] Seq=2403608 Ack=243519 Win=428544 Len=0 SLE=244901 SRE=244911"
"2313","0.941847","128.135.24.73","10.150.135.113","TCP","56","443  >  53786 [ACK] Seq=2403608 Ack=244911 Win=431488 Len=0"
"2314","0.941848","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2403608 Ack=244911 Win=431488 Len=1382 [TCP PDU reassembled in 2325]"
"2315","0.941849","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2404990 Ack=244911 Win=431488 Len=1382 [TCP PDU reassembled in 2325]"
"2316","0.941850","128.135.24.73","10.150.135.113","TCP","1436","443  >  53786 [ACK] Seq=2406372 Ack=244911 Win=431488 Len=1382 [TCP PDU reassembled in 2325]"
